id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date
7590,163000,3,1.75,1290,4811,1,0,0,3,7,1290,0,1996,0,98032,47.3912,-122.234,1310,4811,294
5729,675000,4,1.75,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,7230,272
16134,370000,2,1,1220,17172,1,0,0,4,6,1220,0,1947,0,98033,47.6934,-122.163,1510,12915,41
2735,278500,4,1,1540,8400,1,0,0,3,7,770,770,1971,0,98058,47.4278,-122.152,1520,9891,290
6630,850000,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,0,98001,47.354,-122.293,1970,40392,152
3506,569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,47.5808,-122.189,2380,13176,148
6027,920000,4,1.5,1850,3600,2,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600,348
3195,315000,3,1.75,1480,7500,1,0,0,4,7,1480,0,1968,0,98055,47.4629,-122.187,1480,7500,266
6517,255000,3,2,1590,8670,1,0,0,3,7,1590,0,1994,0,98042,47.3725,-122.073,1590,9253,78
15308,358000,4,2.75,2580,11900,1,0,0,4,7,1620,960,1967,0,98058,47.4475,-122.159,1570,9375,349
14268,400000,4,1.5,1980,113691,1,0,0,3,7,1980,0,1962,0,98024,47.5606,-121.853,1980,89298,144
12526,282000,3,2.5,1610,6000,2,0,0,4,7,1610,0,1993,0,98038,47.349,-122.036,1570,6000,117
9244,650000,3,1.75,1940,10245,1,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,233
20666,2.321e+006,5,4.75,5780,17004,2,0,0,3,11,4260,1520,2006,0,98040,47.5802,-122.212,3460,10855,69
2880,249000,3,1,1110,8423,1,0,0,3,7,1110,0,1952,0,98166,47.4718,-122.342,1140,9083,5
15456,464550,3,1.5,1690,10500,1,0,0,4,7,1690,0,1967,0,98033,47.7018,-122.165,1570,10500,260
1617,290000,3,2,1760,6600,1,0,0,3,7,1760,0,1998,0,98030,47.3836,-122.184,2590,6600,208
10824,558000,4,2.25,2060,10358,1,0,0,4,8,1320,740,1962,0,98006,47.5478,-122.174,2060,9676,48
1976,420000,2,1,860,3880,1,0,0,4,6,860,0,1916,0,98117,47.6862,-122.391,1230,4260,39
12942,475000,4,2.5,2040,7260,2,0,0,4,7,2040,0,1963,0,98133,47.7399,-122.332,2040,7360,62
14779,299000,4,2.5,2350,6958,2,0,0,3,9,2350,0,1998,0,98092,47.3321,-122.172,2480,6395,180
5167,300000,6,2.5,2590,11250,1,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360,333
15767,525000,5,3.25,3960,321908,2,0,0,4,9,2690,1270,1989,0,98038,47.3984,-122.055,2360,96703,202
18120,515000,3,2.5,1820,5280,1,0,0,4,7,910,910,1949,0,98117,47.6892,-122.375,1600,4820,246
5196,669950,4,2.5,2670,11877,2,0,0,3,9,2670,0,1996,0,98074,47.6327,-122.036,2430,11333,55
9724,680000,4,2.5,3290,6012,2,0,0,3,9,3290,0,2005,0,98075,47.5961,-121.98,3210,6005,283
18491,403500,3,1,1830,8004,1,0,0,3,8,1200,630,1960,0,98125,47.7259,-122.297,1860,7971,52
4828,195000,3,1.75,1070,6110,1,0,0,4,7,1070,0,1968,0,98002,47.3249,-122.207,1350,6148,359
20125,351000,3,2.5,2594,4455,2,0,0,3,8,2594,0,2012,0,98001,47.3054,-122.276,2981,4950,361
476,859900,4,2.75,3390,6298,2,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111,102
17172,630000,4,2,2670,3240,1.5,0,0,4,9,1780,890,1930,0,98144,47.5841,-122.294,1820,4000,89
5854,899000,3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000,296
1766,805000,4,2.5,3450,33460,2,0,0,3,9,3450,0,1997,0,98077,47.7673,-122.1,2820,35250,361
9149,583000,6,2.75,2630,16411,1,0,0,4,8,1650,980,1974,0,98052,47.6309,-122.093,2250,12255,33
16278,300000,4,1.5,1460,8760,1,0,0,3,7,1460,0,1958,0,98166,47.4698,-122.36,1610,9375,78
20787,399963,4,2.5,2620,4050,2,0,0,3,8,2620,0,2014,0,98146,47.5017,-122.34,2030,3944,111
13490,200000,4,2.5,1720,8638,2,0,0,3,8,1720,0,1994,0,98003,47.2704,-122.313,1870,7455,254
18679,262000,5,1,1870,7800,1,0,0,3,7,1580,290,1962,0,98168,47.5127,-122.321,1740,7808,62
20907,533112,4,2.75,2790,8853,2,0,0,3,8,2790,0,2013,0,98045,47.4842,-121.772,2790,8092,39
21014,589410,3,3,2840,7201,2,0,0,3,9,2840,0,2014,0,98065,47.5165,-121.883,2540,5260,148
9576,396500,3,1.75,2390,7149,1,0,0,3,8,1350,1040,1955,0,98125,47.7244,-122.326,1710,7402,52
9193,293000,1,1,1110,5421,1,0,0,3,6,1110,0,1935,0,98177,47.7322,-122.359,1230,8100,76
8150,1.25e+006,4,2.75,4120,12500,1,0,4,4,8,2060,2060,1947,0,98116,47.5914,-122.385,3680,5000,232
4189,400800,4,1,1070,5750,1,0,0,3,6,870,200,1923,0,98126,47.564,-122.379,1270,5750,305
11899,541900,3,2.5,1880,3054,2,0,0,3,8,1880,0,1988,0,98007,47.6091,-122.147,1840,3815,352
6488,545000,4,3,3160,10948,1,0,3,3,8,1930,1230,1991,0,98070,47.3733,-122.422,2380,13623,198
17451,715000,4,2.5,1860,3840,1.5,0,0,3,7,1170,690,1928,2014,98117,47.6886,-122.359,1400,3840,339
8739,199129,3,1,860,33664,1,0,0,4,6,860,0,1955,0,98001,47.295,-122.275,1290,18287,151
4647,280000,3,1,1020,8400,1,0,0,4,7,1020,0,1957,0,98056,47.4905,-122.18,1690,8030,367
18488,295000,1,1,700,2500,1,0,0,4,7,700,0,1907,0,98106,47.5662,-122.364,1340,5000,56
8774,895000,3,2.5,2750,10000,1,0,3,3,8,1650,1100,1967,0,98006,47.5644,-122.153,2490,10000,273
21456,375000,3,1.5,1290,1213,3,0,0,3,8,1290,0,2007,0,98103,47.6965,-122.34,1360,1227,359
14007,399950,3,1.75,2450,15001,1,0,0,3,7,1980,470,1989,0,98014,47.6957,-121.913,1790,15323,176
15080,650000,3,1,1430,4240,1.5,0,0,3,7,1430,0,1924,0,98103,47.6595,-122.337,1660,4240,223
18359,792000,3,2.5,3320,12840,1,0,0,3,10,2600,720,1990,0,98075,47.5783,-121.994,3230,14933,364
751,435000,4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630,125
15407,990000,4,2.5,3140,11049,2,0,0,3,10,3140,0,1988,0,98004,47.5817,-122.192,2750,11049,204
5190,525000,4,1,1570,4000,1.5,0,0,3,7,1570,0,1920,0,98102,47.6275,-122.321,1610,4000,148
5020,702500,3,1.5,2360,6750,2,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,1320,4500,12
19603,235000,3,1,1460,8400,1,0,0,3,7,1460,0,1958,0,98055,47.4243,-122.198,1460,9600,349
2640,246500,3,1.5,1270,11600,1,0,0,4,7,1270,0,1964,0,98031,47.4075,-122.196,1380,9945,27
5327,485000,3,2.75,1670,3330,1.5,0,0,4,7,1670,0,1925,0,98107,47.6551,-122.36,1370,5000,241
15179,335000,3,2.5,2588,5701,2,0,0,3,8,2588,0,2008,0,98042,47.3449,-122.151,2389,5702,175
4137,625000,4,2.5,2740,9599,1,0,2,3,8,1820,920,1961,0,98177,47.7728,-122.385,2660,8280,260
725,636000,3,2.5,2140,2770,2,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708,352
20993,910000,3,2.5,2030,1160,3,0,0,3,9,1970,60,2007,0,98004,47.6213,-122.2,1950,1160,296
6079,1.1125e+006,6,4,3600,6224,2,0,0,3,9,2610,990,1945,2006,98199,47.6531,-122.405,1430,6224,145
1948,930800,5,2.5,4150,96574,2,0,0,3,10,4150,0,1988,0,98053,47.6664,-122.045,3320,40803,127
16918,557500,3,2.5,2620,11056,2,0,0,3,9,2620,0,1988,0,98011,47.7378,-122.218,2560,8688,75
18216,315000,3,1.75,1970,8200,1,0,0,3,7,1270,700,1964,0,98168,47.4731,-122.327,1890,8348,95
4304,346950,3,1.75,1830,10954,1,0,0,3,7,1830,0,1963,0,98155,47.7554,-122.306,1850,8624,88
15736,812000,3,2,1970,3420,2,0,3,5,8,1970,0,1913,0,98103,47.6762,-122.354,1770,3420,333
11196,300000,3,2.75,2090,9620,1,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,61
20708,305000,2,1.75,1120,758,2,0,0,3,7,1120,0,2012,0,98027,47.5325,-122.072,1150,758,169
16160,329000,5,2.75,2570,7260,2,0,0,3,8,2570,0,1996,0,98092,47.2622,-122.212,2200,7421,152
1563,434500,3,1.75,1650,7965,1,0,0,4,7,1650,0,1967,0,98034,47.7335,-122.193,1560,7350,332
4127,346500,5,2.5,2020,8250,1,0,0,4,8,1430,590,1978,0,98058,47.4432,-122.135,1680,8959,352
20899,1.94e+006,5,3.5,4230,16526,2,0,0,3,10,4230,0,2008,0,98004,47.5933,-122.199,3000,12362,347
19708,675000,3,3.25,1720,1330,2,0,0,3,8,1030,690,2004,0,98112,47.62,-122.309,1720,1520,81
8841,298000,4,2.5,2420,3825,2,0,0,3,8,2420,0,2003,0,98042,47.3687,-122.126,1880,4250,205
8211,621500,3,1.75,2570,39634,2,0,0,3,8,2570,0,1984,0,98075,47.596,-122.08,2990,39634,260
1807,240000,4,1.5,1920,7973,1,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840,369
13840,280000,3,1.75,1770,8240,1,0,0,4,7,1240,530,1978,0,98023,47.3066,-122.378,2060,8250,204
6409,470000,3,1,1460,8227,1,0,0,3,6,880,580,1948,0,98125,47.7009,-122.301,1530,8128,346
4930,1.05e+006,4,3.25,3830,8331,2,0,0,3,9,3830,0,2014,0,98053,47.6906,-122.019,4080,8425,168
216,477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,25
14526,485000,4,1.75,2050,8913,1,0,0,3,7,1330,720,1968,0,98052,47.6735,-122.151,1290,8550,261
16620,369000,4,2.5,2370,6557,2,0,0,3,9,2370,0,1998,0,98042,47.423,-122.155,2370,7378,220
18393,230000,3,2.25,1500,7210,1,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,281
17898,330000,2,1,700,4000,1,0,0,3,6,700,0,1943,0,98136,47.5487,-122.391,1060,6000,166
9931,640000,3,1.75,2340,4206,1,0,0,5,7,1170,1170,1917,0,98144,47.5759,-122.288,1360,4725,34
19748,889950,4,2.75,3080,7242,2,0,0,3,9,3080,0,2014,0,98033,47.6948,-122.178,3010,7205,83
11886,309500,3,1.5,1340,13560,1,0,0,3,7,1340,0,1968,0,98028,47.741,-122.234,1540,15000,96
10273,426950,4,2.75,2350,5589,2,0,0,3,7,2350,0,2001,0,98059,47.5098,-122.155,2014,6365,187
4563,185000,2,1,670,6750,1,0,0,4,5,670,0,1947,0,98188,47.4521,-122.283,1700,11520,247
17927,550000,4,1.75,2550,39460,1,0,0,3,8,1890,660,1982,0,98072,47.7707,-122.123,2560,38638,190
4845,224000,3,1.5,1560,7300,1,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910,26
4715,412000,4,3,2430,7242,2,0,0,3,8,2430,0,2003,0,98038,47.3533,-122.015,2430,7242,352
17870,283700,1,1.75,1010,10900,1,0,0,4,6,1010,0,1968,0,98019,47.7391,-121.982,1410,8359,104
6097,713900,3,2.5,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,307
655,597500,3,2,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,47.555,-122.379,1940,6500,335
11110,1.105e+006,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,0,98103,47.6742,-122.356,2070,5000,74
8607,594950,4,2.5,2720,10006,2,0,0,3,9,2720,0,1989,0,98074,47.6295,-122.042,2720,10759,69
6843,641000,5,2.75,3710,8674,2,0,0,3,9,3710,0,1996,0,98056,47.514,-122.176,3250,8678,338
9930,540000,3,2.5,2370,16455,1,0,0,5,7,1640,730,1959,0,98155,47.7634,-122.277,2170,15551,97
12232,400000,3,1,1630,10304,1,0,0,5,7,1630,0,1953,0,98155,47.7548,-122.317,1480,8515,13
3720,1.24e+006,4,3,3010,6139,2,0,4,5,8,2560,450,1950,1972,98115,47.6799,-122.268,2100,6798,347
7625,224500,3,1.75,1300,7735,1,0,0,4,7,1300,0,1980,0,98022,47.1983,-122,1300,8941,191
5247,520000,3,2.25,1770,7667,1,0,0,3,8,1270,500,1966,0,98177,47.7724,-122.362,2180,8103,360
2256,1.339e+006,4,2.5,4250,19387,2,0,2,4,9,3260,990,1972,0,98040,47.5578,-122.212,3690,17024,38
8728,614000,4,2.75,2760,8160,1.5,0,2,4,8,1780,980,1940,0,98177,47.7248,-122.365,2720,8160,293
11715,170000,3,1,1250,7015,1,0,0,3,7,1250,0,1958,0,98188,47.4548,-122.29,1510,11460,74
8402,210000,3,2.5,1040,2643,2,0,0,3,7,720,320,2004,0,98118,47.5165,-122.268,1540,5110,10
89,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,47
19835,760000,4,2.5,3330,7399,2,0,0,3,9,3330,0,2009,0,98052,47.679,-122.153,2640,8601,25
8281,330000,6,3.25,2120,6893,1,0,0,4,7,1060,1060,1983,0,98106,47.5508,-122.355,1380,6986,103
15497,250000,4,2,1470,7412,1,0,0,3,7,1470,0,1967,0,98198,47.3702,-122.318,1390,7825,183
4940,590000,4,2.5,2290,11072,2,0,0,3,9,2290,0,1986,0,98074,47.6283,-122.03,2340,9774,78
17025,400000,3,1.75,1050,6150,1.5,0,0,4,6,950,100,1928,0,98116,47.5715,-122.394,1360,6150,47
7375,510000,3,1.75,1610,11950,1,0,2,3,7,1210,400,1984,0,98052,47.6705,-122.138,1610,9363,132
17097,1.475e+006,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,47.6548,-122.28,2690,7200,225
8709,590000,4,2,2490,339332,1,0,0,3,8,2490,0,2002,0,98022,47.2725,-121.929,1910,129373,163
8128,259950,3,2,1010,7896,1,0,0,3,7,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,369
11869,260000,2,1,820,6771,1,0,0,4,6,820,0,1918,0,98106,47.52,-122.354,1000,4440,91
3921,210000,2,1,1100,6000,1.5,0,0,4,6,1100,0,1900,0,98108,47.5275,-122.323,1280,6000,364
16406,575000,3,2.75,1710,3600,1,0,0,3,7,1590,120,1909,0,98119,47.642,-122.36,1710,3600,163
6849,334950,4,1.75,1700,40973,1,0,0,3,8,1700,0,1961,0,98031,47.3439,-122.198,2760,40973,173
8619,265000,5,4,1400,8580,1,0,0,5,7,900,500,1954,0,98188,47.456,-122.292,1220,8832,109
8859,264950,2,1,770,7434,1,0,0,3,6,770,0,1947,0,98155,47.7606,-122.32,1060,7453,248
10608,959900,4,3.75,3550,15151,2,0,0,3,11,3550,0,2004,0,98075,47.5888,-121.971,4340,15151,107
20029,572115,4,3.25,3230,4838,2,0,0,3,9,3230,0,2014,0,98038,47.3559,-122.023,2980,5094,195
13272,964000,3,2.5,3630,9475,2,0,0,3,11,3630,0,1999,0,98074,47.6544,-122.085,3250,11605,362
19391,936000,3,1.75,2960,12420,1,0,2,4,8,1480,1480,1952,0,98116,47.5739,-122.406,2700,9106,46
2305,210000,2,2,1680,5756,2,0,0,4,7,1680,0,1910,0,98002,47.3065,-122.222,1340,5447,49
21452,749950,4,3.5,2630,3757,2,0,0,3,10,2200,430,2008,0,98027,47.5322,-122.075,2620,2699,377
14605,449000,2,1,1250,4576,1,0,0,3,6,1040,210,1925,0,98118,47.5387,-122.266,1550,5000,326
18289,1.862e+006,4,5.25,5240,320917,2,0,2,3,10,5240,0,2006,0,98024,47.5605,-121.905,1930,68824,89
7737,324950,2,1,1150,9186,1,0,0,3,7,1150,0,1946,0,98168,47.5081,-122.33,1390,10690,160
8810,1.37e+006,4,2.75,3720,9450,1,0,4,5,10,1960,1760,1962,0,98006,47.5627,-122.156,2900,8605,7
15901,300000,3,2.5,1700,3575,2,0,0,3,7,1700,0,2000,0,98108,47.5418,-122.295,1590,3380,47
14135,460000,4,1.75,1560,7200,1,0,0,3,6,860,700,1943,0,98115,47.7001,-122.279,1420,7200,349
2836,675500,4,2.75,2060,21344,1,0,0,2,8,1460,600,1978,0,98005,47.5934,-122.154,2060,16088,326
20887,640000,2,2.25,1540,965,3,0,0,3,9,1540,0,2007,0,98122,47.6181,-122.318,1410,964,61
10750,265000,3,1,1800,7650,1,0,0,5,7,1800,0,1957,0,98056,47.4922,-122.178,1230,7650,58
5879,449950,3,2,1880,3048,2,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,196
18179,590000,3,3.25,1290,1230,2,0,2,3,9,1090,200,2008,0,98119,47.6367,-122.37,1710,1797,139
4257,1.3e+006,6,4.5,3902,3880,3,0,4,4,9,2782,1120,1977,0,98116,47.5837,-122.399,1100,3870,34
20099,667000,3,1.75,1370,1921,3,0,0,3,8,1370,0,2007,0,98103,47.6595,-122.351,1370,4000,352
5226,485000,3,2.5,2870,5490,2,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.207,3040,5442,81
10851,292000,3,1.75,1320,6600,1,0,0,3,7,1320,0,1988,0,98168,47.4838,-122.33,1070,6594,223
16418,321000,4,1,1300,18836,1,0,0,4,7,1300,0,1941,0,98056,47.5029,-122.188,1540,8498,166
3644,593700,3,2.5,2000,22000,2,0,0,3,8,2000,0,1979,0,98075,47.59,-122.081,2180,19800,288
10068,220000,4,1.5,1240,9600,1,0,0,3,7,1240,0,1971,0,98023,47.3206,-122.397,1240,9592,3
3811,430000,5,3,2500,5750,1,0,0,3,8,1430,1070,1999,0,98126,47.551,-122.369,1980,7130,220
6112,154950,4,1,1600,10183,1,0,0,4,6,1600,0,1966,0,98002,47.277,-122.211,1410,10416,69
16908,237600,2,1,1370,11584,1,0,0,4,6,1370,0,1950,0,98198,47.4224,-122.293,1330,8012,201
5175,308000,3,2.5,2320,7140,2,0,0,3,8,2320,0,1990,0,98003,47.275,-122.295,2360,7955,342
4274,912000,4,3.75,1980,4095,2,0,0,3,9,1980,0,2009,0,98103,47.6901,-122.356,1480,3840,91
14055,661000,3,2,1820,4418,2,0,0,4,8,1820,0,1994,0,98033,47.6947,-122.19,1920,13402,112
4908,395000,3,1.5,1280,15028,1,0,0,3,7,1280,0,1982,0,98074,47.6304,-122.035,1470,13698,274
14761,239000,3,1.5,1330,6540,1,0,0,3,7,900,430,1971,0,98188,47.4239,-122.292,1400,11500,177
13580,304400,4,2.75,2140,8100,2,0,0,4,7,2140,0,1990,0,98023,47.3075,-122.359,1960,7002,78
16051,467000,3,1,1660,6582,1,0,0,5,7,1000,660,1946,0,98133,47.7169,-122.353,1110,6584,13
16765,829000,3,2.75,2690,10443,1,0,0,3,9,2690,0,2007,0,98053,47.7185,-122.024,1440,4185,276
10706,375000,3,2,3120,42247,1,0,0,4,7,2150,970,1980,0,98042,47.3925,-122.137,2100,43416,105
5095,395000,2,1.5,1010,3060,1,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,196
14561,520000,4,2.5,3290,11446,2,0,0,3,8,3290,0,1992,0,98028,47.7399,-122.234,2050,11933,19
8941,725000,4,2.5,3420,30410,2,0,0,3,9,3420,0,1988,0,98077,47.7745,-122.088,2940,45916,52
14679,470000,4,2.25,2380,17199,2,0,0,3,8,1530,850,1979,0,98028,47.7668,-122.27,2280,11529,69
16067,280000,4,3,2460,9606,1,0,0,3,8,2460,0,2012,0,98168,47.4889,-122.317,1730,7500,327
2493,640000,5,3.5,3690,11928,2,0,0,3,9,2540,1150,2006,0,98074,47.6108,-122.06,2640,11928,41
15280,765000,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083,234
15973,620000,5,1.75,2000,8713,1,0,2,3,7,1000,1000,1962,0,98008,47.5882,-122.117,2040,8449,312
9094,436000,2,1,1240,8100,1.5,0,2,3,7,1240,0,1925,0,98125,47.7326,-122.288,2790,8100,176
19403,229999,3,1.75,1310,6960,1,0,0,4,7,1310,0,1974,0,98092,47.2761,-122.153,1580,7200,355
15334,475000,4,1.75,1650,7775,1,0,0,4,7,1150,500,1950,0,98133,47.715,-122.354,1390,7200,18
16632,429950,3,2.25,2060,10160,1,0,0,4,8,1340,720,1967,0,98155,47.7712,-122.285,2320,11186,349
15326,599000,5,2.75,2730,22572,1,0,0,3,7,2080,650,1968,1992,98075,47.5951,-122.037,2260,15458,53
9706,260000,3,2,2710,5000,2,0,0,3,6,2710,0,1951,0,98126,47.5188,-122.373,850,5000,120
13912,700000,4,2.75,3350,7857,2,0,2,3,9,3350,0,2004,0,98065,47.5398,-121.859,3870,7886,346
14150,664000,4,2.5,2390,8432,2,0,0,3,9,2390,0,1998,0,98074,47.6027,-122.024,2710,7417,147
6562,475000,3,2.5,1920,4534,2,0,0,3,8,1920,0,1986,0,98034,47.7144,-122.204,1380,5100,288
13794,191000,3,1,840,5525,1,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330,360
9355,300000,2,1,1100,4010,1.5,0,0,5,6,1100,0,1920,0,98106,47.5296,-122.351,980,4501,196
7611,560000,3,1.5,2790,6900,1,0,2,3,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100,162
2052,235000,4,2.75,1770,10184,1,0,0,3,8,1250,520,1979,0,98023,47.3074,-122.385,2070,8320,188
20230,565997,5,2.75,2730,5820,2,0,0,3,8,2730,0,2014,0,98059,47.4856,-122.154,2730,5700,202
5250,344000,5,2,2130,8412,1,0,0,3,7,1440,690,1946,2000,98155,47.7403,-122.318,2310,7474,117
12389,979500,4,3.75,4133,361548,2,0,0,3,11,4133,0,2000,0,98019,47.7479,-121.972,1970,291416,118
21092,720000,3,2.5,3150,151588,2,0,0,3,9,3150,0,2007,0,98024,47.572,-121.926,2410,208652,13
16390,575000,4,2.5,3020,17810,1,0,0,3,9,1600,1420,1979,0,98155,47.7735,-122.281,2500,15815,13
2183,1.55e+006,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,47.6275,-122.227,3020,20324,296
4141,339999,4,2,1740,6369,1,0,0,5,6,870,870,1954,0,98133,47.7461,-122.332,1560,7200,98
4503,330000,3,2.5,2410,17424,1,0,0,3,7,1630,780,1978,0,98030,47.3741,-122.218,1530,11761,336
3851,359950,4,2.5,3010,5701,2,0,0,3,8,3010,0,2003,0,98042,47.3492,-122.152,3010,5772,92
13396,235000,3,2.5,2350,9051,1,0,0,4,8,1570,780,1966,0,98023,47.3126,-122.364,2270,8748,71
15909,339300,3,2,970,10000,1,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500,194
4445,812000,3,3.25,3240,8338,2,0,0,3,9,3240,0,2001,0,98074,47.6321,-122.064,3420,8405,49
18872,450000,3,2.5,2910,17172,2,0,0,3,10,2910,0,1989,0,98003,47.2789,-122.331,2910,20048,12
2553,425000,3,1.75,1680,3000,1,0,2,4,6,840,840,1900,0,98103,47.686,-122.346,1540,3700,28
13211,488000,2,1.5,1000,5125,1,0,0,3,7,1000,0,1942,1968,98103,47.6926,-122.347,1090,5100,99
6284,270000,2,1,1040,5700,1,0,0,3,6,1040,0,1922,0,98118,47.519,-122.26,1380,5700,197
11359,246950,3,3.5,1790,1682,2,0,0,3,7,1480,310,2006,0,98108,47.542,-122.321,1150,4000,182
12757,429000,3,1.75,2520,5043,1,0,0,3,8,1260,1260,1957,0,98126,47.5339,-122.372,1360,4920,110
4369,800000,4,1.75,2150,9148,1,0,0,4,7,2150,0,1955,0,98004,47.5828,-122.197,2370,9148,201
2359,305000,4,1,1560,8450,1.5,0,0,4,6,1560,0,1954,0,98166,47.4552,-122.354,1380,8100,151
8068,450000,3,1.5,1390,10530,1,0,0,3,7,1390,0,1961,0,98033,47.7025,-122.196,1750,10530,339
17666,315000,3,2.75,1780,15114,1,0,0,3,7,1080,700,1980,0,98003,47.258,-122.305,1792,10155,289
21519,390000,3,3.25,1370,913,2,0,0,3,8,1100,270,2006,0,98116,47.5636,-122.388,1370,915,55
6607,354000,3,1.5,1060,5750,1,0,2,4,7,1060,0,1981,0,98126,47.5512,-122.371,1060,5750,96
16257,265000,3,1.75,1840,7300,1,0,0,3,8,1840,0,1966,0,98023,47.3122,-122.369,1920,8010,48
16529,950000,4,2.75,3800,12200,2,0,3,4,10,3800,0,1986,0,98006,47.5689,-122.156,3710,14796,233
13613,348580,3,1,1220,7876,1,0,0,3,7,1220,0,1966,0,98034,47.7317,-122.201,1340,7876,20
3119,336000,3,1.5,1240,5000,1,0,2,3,7,1240,0,1964,0,98106,47.5659,-122.36,1050,5000,339
14126,325000,2,1,1050,4800,1,0,0,4,7,1050,0,1969,0,98146,47.5128,-122.388,1230,4800,110
7927,537000,4,1.75,1580,3635,1,0,0,4,7,790,790,1910,0,98117,47.6795,-122.371,1190,3638,259
19353,1.95e+006,4,3.5,4065,18713,2,0,0,4,10,4065,0,1987,0,98039,47.6209,-122.237,3070,18713,85
6500,274950,3,2.25,1570,8767,1,0,0,3,7,1180,390,1990,0,98038,47.3568,-122.038,1570,7434,362
76,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,317
1679,165050,3,1,1200,8514,1,0,0,3,7,1200,0,1959,0,98022,47.2043,-122.008,1210,8985,61
11240,260000,4,1,1740,8100,1,0,0,4,7,1020,720,1962,0,98058,47.467,-122.185,1600,8949,218
15842,1.335e+006,4,1.75,2300,13342,1.5,1,4,3,7,2300,0,1934,1958,98125,47.7308,-122.282,2500,13342,233
12206,1.3e+006,5,4,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,2340,6000,49
20650,524225,4,2.5,3056,11385,2,0,0,3,9,3056,0,2014,0,98001,47.2905,-122.264,2849,8607,259
12524,355000,4,2.5,2040,8265,2,0,0,3,7,2040,0,1996,0,98146,47.4973,-122.341,2160,8265,49
23,2e+006,3,2.75,3050,44867,1,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,117
19170,450000,3,2,1680,11250,1,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,1760,12160,96
1706,469000,3,2.25,1820,8446,2,0,0,3,8,1820,0,1978,0,98034,47.7208,-122.236,1850,8437,126
6882,810000,3,2.5,2670,10481,2,0,0,3,9,2670,0,2003,0,98033,47.6673,-122.176,2620,8895,46
19497,257000,2,1,770,7200,1,0,0,3,7,770,0,1951,0,98125,47.7143,-122.325,1320,7139,224
13547,896000,4,2.5,3560,46644,2,0,0,3,11,3560,0,1992,0,98077,47.7268,-122.05,3520,50261,288
21323,1.35e+006,4,3.5,4680,12495,2,0,0,3,10,3040,1640,2008,0,98033,47.6984,-122.206,3240,10749,304
6080,438900,4,2.5,2740,5700,2,0,0,3,9,2740,0,2006,0,98038,47.3535,-122.026,3010,5281,225
11545,312000,4,2.25,1930,7452,1,0,0,3,7,1430,500,1984,0,98031,47.4098,-122.189,1714,7200,7
12931,555000,3,2,2180,4976,1.5,0,2,4,8,1680,500,1930,0,98126,47.573,-122.38,1850,5000,39
10453,482000,3,2.5,2420,7307,2,0,0,3,7,2420,0,1998,0,98065,47.5361,-121.871,2420,5577,54
